call_id,call_date,call_month,member_type,call_channel,call_reason,agent_id,queue_name,wait_time_sec,handle_time_sec,call_outcome,first_call_resolution,sla_target_sec,sla_met,escalated_flag,abandoned_flag
439,2024-07-19 06:00:00,2024-07,Medicaid,Phone,Claims Status,2048,Enrollment Queue,58,552,Abandoned,No,60,Yes,0,1
440,2024-07-19 07:00:00,2024-07,Medicaid,Phone,Billing,2034,Claims Queue,136,376,Resolved,Yes,60,No,0,0
441,2024-07-19 08:00:00,2024-07,Medicaid,Phone,Claims Status,2033,Claims Queue,100,260,Resolved,Yes,30,No,0,0
442,2024-07-19 09:00:00,2024-07,Medicare,Phone,Billing,2032,Enrollment Queue,223,228,Resolved,Yes,60,No,0,0
443,2024-07-19 10:00:00,2024-07,Medicaid,Phone,Prior Authorization,2016,Benefits Queue,120,236,Resolved,No,30,No,0,0
444,2024-07-19 11:00:00,2024-07,Medicare,Phone,Enrollment,2040,Enrollment Queue,61,220,Resolved,No,30,No,0,0
445,2024-07-19 12:00:00,2024-07,Commercial,IVR,Billing,2054,Benefits Queue,80,327,Resolved,Yes,60,No,0,0
446,2024-07-19 13:00:00,2024-07,Commercial,Phone,Benefits Coverage,2011,Enrollment Queue,11,442,Resolved,No,60,Yes,0,0
447,2024-07-19 14:00:00,2024-07,Medicaid,Phone,Benefits Coverage,2028,Enrollment Queue,20,43,Resolved,Yes,60,Yes,0,0
448,2024-07-19 15:00:00,2024-07,Medicaid,IVR,Benefits Coverage,2056,Enrollment Queue,80,474,Resolved,No,60,No,0,0
449,2024-07-19 16:00:00,2024-07,Medicaid,Phone,Benefits Coverage,2009,Claims Queue,117,267,Resolved,Yes,30,No,0,0
450,2024-07-19 17:00:00,2024-07,Medicare,Phone,System Access,2054,Claims Queue,133,704,Abandoned,Yes,30,No,0,1
451,2024-07-19 18:00:00,2024-07,Medicaid,IVR,Benefits Coverage,2012,Claims Queue,60,264,Resolved,Yes,90,Yes,0,0
452,2024-07-19 19:00:00,2024-07,Medicaid,Phone,Enrollment,2032,Benefits Queue,40,1132,Abandoned,Yes,90,Yes,0,1
453,2024-07-19 20:00:00,2024-07,Medicaid,Phone,Benefits Coverage,2018,Claims Queue,74,434,Resolved,Yes,30,No,0,0
454,2024-07-19 21:00:00,2024-07,Medicaid,Phone,Billing,2005,Enrollment Queue,181,131,Abandoned,Yes,60,No,0,1
455,2024-07-19 22:00:00,2024-07,Commercial,Phone,Provider Inquiry,2013,Benefits Queue,182,194,Resolved,Yes,90,No,0,0
456,2024-07-19 23:00:00,2024-07,Medicare,Phone,Prior Authorization,2028,Benefits Queue,104,158,Resolved,Yes,30,No,0,0
457,2024-07-20 00:00:00,2024-07,Medicaid,IVR,Billing,2028,Enrollment Queue,60,339,Escalated,Yes,90,Yes,1,0
458,2024-07-20 01:00:00,2024-07,Medicare,IVR,Prior Authorization,2028,Benefits Queue,70,216,Resolved,Yes,30,No,0,0
459,2024-07-20 02:00:00,2024-07,Medicare,Phone,Claims Status,2023,Enrollment Queue,30,446,Resolved,Yes,30,Yes,0,0
460,2024-07-20 03:00:00,2024-07,Medicare,Phone,Prior Authorization,2058,Enrollment Queue,135,316,Resolved,No,30,No,0,0
461,2024-07-20 04:00:00,2024-07,Medicaid,Portal,Claims Status,2019,Claims Queue,64,849,Escalated,Yes,30,No,1,0
462,2024-07-20 05:00:00,2024-07,Medicare,Phone,Billing,2057,Benefits Queue,84,196,Resolved,No,60,No,0,0
463,2024-07-20 06:00:00,2024-07,Commercial,Phone,Prior Authorization,2058,Enrollment Queue,81,378,Abandoned,Yes,90,Yes,0,1
464,2024-07-20 07:00:00,2024-07,Medicare,Phone,Billing,2015,Benefits Queue,153,476,Resolved,Yes,30,No,0,0
465,2024-07-20 08:00:00,2024-07,Commercial,Phone,Prior Authorization,2007,Benefits Queue,77,276,Escalated,Yes,90,Yes,1,0
466,2024-07-20 09:00:00,2024-07,Medicaid,Phone,Enrollment,2056,Enrollment Queue,102,1189,Escalated,Yes,90,No,1,0
467,2024-07-20 10:00:00,2024-07,Medicare,IVR,Prior Authorization,2020,Claims Queue,73,383,Resolved,Yes,60,No,0,0
468,2024-07-20 11:00:00,2024-07,Medicaid,Portal,Billing,2028,Claims Queue,128,173,Resolved,No,30,No,0,0
469,2024-07-20 12:00:00,2024-07,Medicaid,Phone,Enrollment,2005,Benefits Queue,96,420,Abandoned,Yes,60,No,0,1
470,2024-07-20 13:00:00,2024-07,Medicaid,IVR,Enrollment,2041,Benefits Queue,119,388,Resolved,Yes,30,No,0,0
471,2024-07-20 14:00:00,2024-07,Medicaid,Phone,System Access,2004,Claims Queue,50,335,Resolved,Yes,30,No,0,0
472,2024-07-20 15:00:00,2024-07,Medicaid,IVR,Claims Status,2049,Claims Queue,79,753,Resolved,Yes,30,No,0,0
473,2024-07-20 16:00:00,2024-07,Medicare,Phone,Enrollment,2024,Enrollment Queue,21,227,Escalated,Yes,90,Yes,1,0
474,2024-07-20 17:00:00,2024-07,Medicare,IVR,Billing,2055,Claims Queue,85,350,Escalated,Yes,90,Yes,1,0
475,2024-07-20 18:00:00,2024-07,Medicare,Phone,Provider Inquiry,2027,Enrollment Queue,26,479,Resolved,Yes,30,Yes,0,0
476,2024-07-20 19:00:00,2024-07,Medicaid,Phone,Billing,2002,Benefits Queue,35,92,Resolved,No,30,No,0,0
477,2024-07-20 20:00:00,2024-07,Medicaid,Phone,System Access,2005,Claims Queue,130,238,Resolved,Yes,60,No,0,0
478,2024-07-20 21:00:00,2024-07,Medicaid,Phone,Provider Inquiry,2040,Benefits Queue,242,276,Resolved,No,60,No,0,0
479,2024-07-20 22:00:00,2024-07,Medicaid,Phone,Prior Authorization,2004,Benefits Queue,24,68,Resolved,Yes,60,Yes,0,0
480,2024-07-20 23:00:00,2024-07,Medicaid,Phone,System Access,2054,Enrollment Queue,85,80,Resolved,Yes,60,No,0,0
481,2024-07-21 00:00:00,2024-07,Commercial,IVR,System Access,2006,Benefits Queue,43,502,Resolved,Yes,30,No,0,0
482,2024-07-21 01:00:00,2024-07,Commercial,Phone,Claims Status,2057,Claims Queue,65,368,Resolved,No,60,No,0,0
483,2024-07-21 02:00:00,2024-07,Medicaid,IVR,System Access,2010,Enrollment Queue,91,737,Resolved,Yes,60,No,0,0
484,2024-07-21 03:00:00,2024-07,Medicaid,Portal,Prior Authorization,2011,Benefits Queue,16,414,Abandoned,Yes,90,Yes,0,1
485,2024-07-21 04:00:00,2024-07,Commercial,Phone,Provider Inquiry,2053,Benefits Queue,179,162,Resolved,No,60,No,0,0
486,2024-07-21 05:00:00,2024-07,Medicare,Phone,Enrollment,2030,Enrollment Queue,74,495,Resolved,Yes,90,Yes,0,0
487,2024-07-21 06:00:00,2024-07,Medicaid,IVR,Provider Inquiry,2043,Enrollment Queue,74,318,Resolved,Yes,60,No,0,0
488,2024-07-21 07:00:00,2024-07,Medicare,Phone,Benefits Coverage,2017,Enrollment Queue,105,149,Resolved,No,30,No,0,0
489,2024-07-21 08:00:00,2024-07,Medicaid,Phone,Provider Inquiry,2020,Benefits Queue,113,699,Resolved,Yes,60,No,0,0
490,2024-07-21 09:00:00,2024-07,Medicare,Phone,Billing,2051,Enrollment Queue,21,257,Escalated,Yes,60,Yes,1,0
491,2024-07-21 10:00:00,2024-07,Medicare,Phone,Enrollment,2055,Claims Queue,136,491,Resolved,Yes,90,No,0,0
492,2024-07-21 11:00:00,2024-07,Medicare,Phone,Prior Authorization,2025,Claims Queue,35,141,Escalated,Yes,30,No,1,0
493,2024-07-21 12:00:00,2024-07,Commercial,Phone,Enrollment,2022,Claims Queue,89,450,Escalated,Yes,60,No,1,0
494,2024-07-21 13:00:00,2024-07,Medicaid,IVR,System Access,2039,Enrollment Queue,67,444,Resolved,Yes,60,No,0,0
495,2024-07-21 14:00:00,2024-07,Medicare,Phone,Billing,2038,Enrollment Queue,126,332,Resolved,Yes,60,No,0,0
496,2024-07-21 15:00:00,2024-07,Commercial,Phone,Benefits Coverage,2021,Claims Queue,97,375,Resolved,No,60,No,0,0
497,2024-07-21 16:00:00,2024-07,Medicaid,IVR,Benefits Coverage,2028,Benefits Queue,33,267,Escalated,Yes,30,No,1,0
498,2024-07-21 17:00:00,2024-07,Medicare,Phone,Provider Inquiry,2049,Claims Queue,84,299,Resolved,No,30,No,0,0
499,2024-07-21 18:00:00,2024-07,Medicare,Phone,Enrollment,2010,Claims Queue,125,574,Resolved,Yes,90,No,0,0
500,2024-07-21 19:00:00,2024-07,Medicaid,Phone,Enrollment,2036,Claims Queue,64,472,Escalated,No,30,No,1,0
501,2024-07-21 20:00:00,2024-07,Commercial,Portal,System Access,2049,Enrollment Queue,103,416,Resolved,Yes,60,No,0,0
502,2024-07-21 21:00:00,2024-07,Medicare,Phone,Claims Status,2038,Claims Queue,44,257,Escalated,Yes,30,No,1,0
503,2024-07-21 22:00:00,2024-07,Medicare,Phone,System Access,2011,Benefits Queue,128,464,Resolved,No,30,No,0,0
504,2024-07-21 23:00:00,2024-07,Commercial,Phone,Prior Authorization,2010,Enrollment Queue,47,356,Resolved,Yes,60,Yes,0,0
505,2024-07-22 00:00:00,2024-07,Medicaid,Portal,Provider Inquiry,2058,Enrollment Queue,75,95,Resolved,Yes,30,No,0,0
506,2024-07-22 01:00:00,2024-07,Commercial,Phone,Claims Status,2042,Benefits Queue,32,241,Resolved,No,90,Yes,0,0
507,2024-07-22 02:00:00,2024-07,Medicaid,IVR,Billing,2014,Enrollment Queue,73,642,Escalated,Yes,30,No,1,0
508,2024-07-22 03:00:00,2024-07,Medicaid,Phone,Claims Status,2036,Claims Queue,100,389,Escalated,No,60,No,1,0
509,2024-07-22 04:00:00,2024-07,Medicare,IVR,Enrollment,2040,Benefits Queue,37,273,Resolved,Yes,30,No,0,0
510,2024-07-22 05:00:00,2024-07,Medicare,Phone,Provider Inquiry,2020,Benefits Queue,121,300,Resolved,Yes,30,No,0,0
511,2024-07-22 06:00:00,2024-07,Medicaid,Phone,Prior Authorization,2022,Benefits Queue,266,405,Resolved,Yes,60,No,0,0
512,2024-07-22 07:00:00,2024-07,Medicaid,Phone,System Access,2035,Enrollment Queue,109,196,Resolved,Yes,90,No,0,0
513,2024-07-22 08:00:00,2024-07,Medicaid,Phone,Provider Inquiry,2039,Enrollment Queue,81,461,Resolved,Yes,60,No,0,0
514,2024-07-22 09:00:00,2024-07,Commercial,Phone,Claims Status,2037,Claims Queue,54,374,Resolved,Yes,30,No,0,0
515,2024-07-22 10:00:00,2024-07,Commercial,Phone,Prior Authorization,2035,Benefits Queue,187,176,Escalated,Yes,60,No,1,0
516,2024-07-22 11:00:00,2024-07,Medicare,Phone,Prior Authorization,2005,Claims Queue,32,403,Abandoned,Yes,30,No,0,1
517,2024-07-22 12:00:00,2024-07,Commercial,Phone,Benefits Coverage,2031,Claims Queue,124,207,Resolved,No,30,No,0,0
518,2024-07-22 13:00:00,2024-07,Commercial,Phone,Provider Inquiry,2037,Claims Queue,56,789,Resolved,Yes,60,Yes,0,0
519,2024-07-22 14:00:00,2024-07,Medicaid,IVR,Enrollment,2029,Benefits Queue,134,125,Resolved,Yes,60,No,0,0
520,2024-07-22 15:00:00,2024-07,Medicaid,IVR,Billing,2015,Claims Queue,145,461,Escalated,Yes,60,No,1,0
521,2024-07-22 16:00:00,2024-07,Medicare,Phone,Prior Authorization,2054,Claims Queue,142,276,Resolved,No,60,No,0,0
522,2024-07-22 17:00:00,2024-07,Medicaid,Portal,Enrollment,2046,Benefits Queue,98,409,Resolved,Yes,90,No,0,0
523,2024-07-22 18:00:00,2024-07,Medicaid,Phone,Claims Status,2029,Enrollment Queue,57,470,Escalated,Yes,90,Yes,1,0
524,2024-07-22 19:00:00,2024-07,Commercial,Phone,Benefits Coverage,2055,Benefits Queue,101,150,Escalated,Yes,30,No,1,0
525,2024-07-22 20:00:00,2024-07,Commercial,Portal,Billing,2025,Enrollment Queue,88,465,Resolved,Yes,60,No,0,0
526,2024-07-22 21:00:00,2024-07,Medicare,Phone,System Access,2024,Benefits Queue,234,532,Resolved,Yes,60,No,0,0
527,2024-07-22 22:00:00,2024-07,Medicare,Phone,Provider Inquiry,2058,Benefits Queue,46,321,Resolved,No,30,No,0,0
528,2024-07-22 23:00:00,2024-07,Medicare,Phone,Benefits Coverage,2003,Claims Queue,148,141,Resolved,No,30,No,0,0
529,2024-07-23 00:00:00,2024-07,Commercial,Phone,Enrollment,2006,Enrollment Queue,161,590,Resolved,Yes,90,No,0,0
530,2024-07-23 01:00:00,2024-07,Medicare,IVR,Enrollment,2006,Enrollment Queue,81,289,Escalated,Yes,60,No,1,0
531,2024-07-23 02:00:00,2024-07,Medicare,Phone,System Access,2045,Benefits Queue,124,186,Resolved,No,90,No,0,0
532,2024-07-23 03:00:00,2024-07,Medicaid,Portal,Enrollment,2033,Enrollment Queue,187,198,Resolved,Yes,30,No,0,0
533,2024-07-23 04:00:00,2024-07,Medicaid,IVR,Prior Authorization,2005,Enrollment Queue,34,348,Resolved,Yes,90,Yes,0,0
534,2024-07-23 05:00:00,2024-07,Medicare,Phone,Prior Authorization,2049,Benefits Queue,151,339,Resolved,Yes,60,No,0,0
535,2024-07-23 06:00:00,2024-07,Medicaid,Phone,Benefits Coverage,2057,Claims Queue,75,342,Resolved,No,60,No,0,0
536,2024-07-23 07:00:00,2024-07,Medicaid,Portal,Enrollment,2019,Claims Queue,83,288,Resolved,Yes,60,No,0,0
537,2024-07-23 08:00:00,2024-07,Medicaid,Phone,Enrollment,2046,Claims Queue,220,49,Resolved,Yes,30,No,0,0
538,2024-07-23 09:00:00,2024-07,Medicare,IVR,Prior Authorization,2026,Claims Queue,201,345,Resolved,No,30,No,0,0
539,2024-07-23 10:00:00,2024-07,Medicaid,IVR,Benefits Coverage,2014,Benefits Queue,83,79,Resolved,Yes,60,No,0,0
540,2024-07-23 11:00:00,2024-07,Commercial,Phone,System Access,2036,Claims Queue,27,311,Abandoned,Yes,90,Yes,0,1
541,2024-07-23 12:00:00,2024-07,Medicare,Phone,System Access,2001,Benefits Queue,49,138,Escalated,Yes,60,Yes,1,0
542,2024-07-23 13:00:00,2024-07,Medicare,Phone,Claims Status,2029,Claims Queue,111,72,Resolved,Yes,30,No,0,0
543,2024-07-23 14:00:00,2024-07,Commercial,Phone,Benefits Coverage,2048,Claims Queue,201,353,Resolved,Yes,60,No,0,0
544,2024-07-23 15:00:00,2024-07,Medicaid,Phone,Claims Status,2002,Benefits Queue,50,174,Resolved,Yes,60,Yes,0,0
545,2024-07-23 16:00:00,2024-07,Medicaid,Phone,Prior Authorization,2022,Benefits Queue,115,381,Resolved,No,90,No,0,0
546,2024-07-23 17:00:00,2024-07,Commercial,Portal,Billing,2009,Enrollment Queue,217,163,Resolved,Yes,30,No,0,0
547,2024-07-23 18:00:00,2024-07,Commercial,Phone,System Access,2026,Enrollment Queue,52,510,Escalated,Yes,30,No,1,0
548,2024-07-23 19:00:00,2024-07,Medicaid,Phone,Provider Inquiry,2010,Claims Queue,44,377,Resolved,No,60,Yes,0,0
549,2024-07-23 20:00:00,2024-07,Medicare,Phone,Billing,2025,Claims Queue,46,149,Resolved,Yes,30,No,0,0
550,2024-07-23 21:00:00,2024-07,Medicaid,IVR,System Access,2037,Enrollment Queue,55,197,Resolved,No,30,No,0,0
551,2024-07-23 22:00:00,2024-07,Medicaid,Phone,Enrollment,2054,Benefits Queue,243,363,Resolved,Yes,60,No,0,0
552,2024-07-23 23:00:00,2024-07,Medicaid,Phone,Enrollment,2004,Enrollment Queue,151,401,Resolved,Yes,30,No,0,0
553,2024-07-24 00:00:00,2024-07,Medicaid,Phone,Provider Inquiry,2005,Benefits Queue,89,166,Resolved,Yes,90,Yes,0,0
554,2024-07-24 01:00:00,2024-07,Medicaid,Phone,Enrollment,2039,Enrollment Queue,46,497,Resolved,Yes,30,No,0,0
555,2024-07-24 02:00:00,2024-07,Commercial,Phone,Benefits Coverage,2054,Benefits Queue,61,310,Resolved,Yes,30,No,0,0
556,2024-07-24 03:00:00,2024-07,Medicaid,IVR,Prior Authorization,2036,Claims Queue,62,337,Resolved,Yes,60,No,0,0
557,2024-07-24 04:00:00,2024-07,Medicaid,Phone,Prior Authorization,2014,Benefits Queue,102,199,Resolved,Yes,60,No,0,0
558,2024-07-24 05:00:00,2024-07,Medicaid,Portal,Billing,2036,Benefits Queue,81,258,Resolved,Yes,60,No,0,0
559,2024-07-24 06:00:00,2024-07,Medicaid,Phone,System Access,2046,Benefits Queue,124,762,Resolved,No,60,No,0,0
560,2024-07-24 07:00:00,2024-07,Medicaid,Phone,Provider Inquiry,2040,Enrollment Queue,124,497,Escalated,No,30,No,1,0
561,2024-07-24 08:00:00,2024-07,Medicaid,Phone,Provider Inquiry,2012,Benefits Queue,29,212,Escalated,No,30,Yes,1,0
562,2024-07-24 09:00:00,2024-07,Medicare,IVR,Benefits Coverage,2046,Benefits Queue,43,336,Resolved,Yes,30,No,0,0
563,2024-07-24 10:00:00,2024-07,Medicaid,Phone,Prior Authorization,2028,Benefits Queue,10,456,Abandoned,Yes,90,Yes,0,1
564,2024-07-24 11:00:00,2024-07,Medicaid,Phone,Enrollment,2029,Enrollment Queue,30,258,Resolved,Yes,60,Yes,0,0
565,2024-07-24 12:00:00,2024-07,Medicaid,Phone,Prior Authorization,2055,Benefits Queue,147,337,Resolved,Yes,30,No,0,0
566,2024-07-24 13:00:00,2024-07,Medicare,Phone,Claims Status,2010,Benefits Queue,41,113,Resolved,Yes,30,No,0,0
567,2024-07-24 14:00:00,2024-07,Medicaid,Phone,Prior Authorization,2045,Claims Queue,74,414,Escalated,No,60,No,1,0
568,2024-07-24 15:00:00,2024-07,Medicaid,Phone,Billing,2022,Enrollment Queue,119,451,Resolved,Yes,30,No,0,0
569,2024-07-24 16:00:00,2024-07,Medicare,Phone,Claims Status,2039,Benefits Queue,57,220,Resolved,Yes,60,Yes,0,0
570,2024-07-24 17:00:00,2024-07,Medicaid,IVR,Provider Inquiry,2042,Claims Queue,95,269,Resolved,Yes,30,No,0,0
571,2024-07-24 18:00:00,2024-07,Medicaid,Phone,Enrollment,2023,Benefits Queue,108,257,Resolved,Yes,30,No,0,0
572,2024-07-24 19:00:00,2024-07,Medicaid,IVR,Prior Authorization,2004,Claims Queue,67,790,Resolved,No,60,No,0,0
573,2024-07-24 20:00:00,2024-07,Medicare,Portal,Provider Inquiry,2051,Claims Queue,175,177,Resolved,Yes,30,No,0,0
574,2024-07-24 21:00:00,2024-07,Medicaid,IVR,Enrollment,2038,Claims Queue,52,112,Escalated,No,90,Yes,1,0
575,2024-07-24 22:00:00,2024-07,Commercial,Phone,Billing,2017,Claims Queue,68,243,Resolved,No,60,No,0,0
576,2024-07-24 23:00:00,2024-07,Medicaid,Portal,Benefits Coverage,2043,Enrollment Queue,68,318,Resolved,No,30,No,0,0
577,2024-07-25 00:00:00,2024-07,Medicaid,Phone,Benefits Coverage,2013,Enrollment Queue,56,321,Resolved,No,90,Yes,0,0
578,2024-07-25 01:00:00,2024-07,Medicare,Phone,System Access,2051,Benefits Queue,66,396,Abandoned,Yes,90,Yes,0,1
579,2024-07-25 02:00:00,2024-07,Medicare,Phone,Prior Authorization,2008,Claims Queue,161,589,Escalated,Yes,60,No,1,0
580,2024-07-25 03:00:00,2024-07,Commercial,Portal,Claims Status,2038,Claims Queue,210,183,Escalated,Yes,60,No,1,0
581,2024-07-25 04:00:00,2024-07,Medicaid,Phone,Billing,2041,Benefits Queue,26,313,Resolved,Yes,60,Yes,0,0
582,2024-07-25 05:00:00,2024-07,Medicare,IVR,Enrollment,2057,Claims Queue,119,499,Escalated,Yes,30,No,1,0
583,2024-07-25 06:00:00,2024-07,Commercial,Phone,Enrollment,2056,Enrollment Queue,45,398,Resolved,Yes,60,Yes,0,0
584,2024-07-25 07:00:00,2024-07,Medicaid,Phone,Enrollment,2014,Claims Queue,139,674,Escalated,Yes,90,No,1,0
585,2024-07-25 08:00:00,2024-07,Medicare,Phone,Prior Authorization,2036,Benefits Queue,37,824,Resolved,No,30,No,0,0
586,2024-07-25 09:00:00,2024-07,Medicare,IVR,Prior Authorization,2052,Enrollment Queue,101,183,Resolved,No,60,No,0,0
587,2024-07-25 10:00:00,2024-07,Medicaid,IVR,Benefits Coverage,2015,Enrollment Queue,226,273,Escalated,Yes,30,No,1,0
588,2024-07-25 11:00:00,2024-07,Commercial,Phone,Billing,2048,Claims Queue,104,299,Resolved,Yes,60,No,0,0
589,2024-07-25 12:00:00,2024-07,Medicare,Phone,Provider Inquiry,2026,Claims Queue,122,507,Resolved,Yes,30,No,0,0
590,2024-07-25 13:00:00,2024-07,Commercial,IVR,Prior Authorization,2046,Claims Queue,219,147,Resolved,Yes,30,No,0,0
591,2024-07-25 14:00:00,2024-07,Medicaid,Portal,Claims Status,2050,Enrollment Queue,190,107,Resolved,No,30,No,0,0
592,2024-07-25 15:00:00,2024-07,Medicare,Phone,Enrollment,2047,Enrollment Queue,77,253,Resolved,Yes,30,No,0,0
593,2024-07-25 16:00:00,2024-07,Medicaid,Phone,Claims Status,2016,Benefits Queue,71,422,Resolved,Yes,90,Yes,0,0
594,2024-07-25 17:00:00,2024-07,Medicaid,Phone,Provider Inquiry,2003,Enrollment Queue,201,360,Abandoned,Yes,60,No,0,1
595,2024-07-25 18:00:00,2024-07,Medicare,Phone,Enrollment,2028,Claims Queue,134,529,Abandoned,Yes,30,No,0,1
596,2024-07-25 19:00:00,2024-07,Commercial,Phone,Billing,2020,Claims Queue,36,150,Abandoned,Yes,30,No,0,1
597,2024-07-25 20:00:00,2024-07,Medicaid,Phone,Claims Status,2059,Benefits Queue,150,173,Abandoned,No,60,No,0,1
598,2024-07-25 21:00:00,2024-07,Medicaid,Phone,Billing,2006,Enrollment Queue,54,114,Resolved,Yes,90,Yes,0,0
599,2024-07-25 22:00:00,2024-07,Medicaid,Phone,Enrollment,2020,Enrollment Queue,246,380,Resolved,Yes,90,No,0,0
600,2024-07-25 23:00:00,2024-07,Medicaid,Phone,Benefits Coverage,2049,Benefits Queue,26,183,Resolved,No,30,Yes,0,0
601,2024-07-26 00:00:00,2024-07,Medicare,Phone,Prior Authorization,2051,Claims Queue,179,142,Resolved,Yes,30,No,0,0
602,2024-07-26 01:00:00,2024-07,Medicaid,Phone,Claims Status,2009,Enrollment Queue,45,431,Resolved,Yes,60,Yes,0,0
603,2024-07-26 02:00:00,2024-07,Medicare,IVR,System Access,2036,Enrollment Queue,89,153,Resolved,Yes,60,No,0,0
604,2024-07-26 03:00:00,2024-07,Medicare,Phone,Provider Inquiry,2017,Benefits Queue,142,528,Resolved,Yes,30,No,0,0
605,2024-07-26 04:00:00,2024-07,Commercial,Phone,System Access,2043,Enrollment Queue,37,262,Resolved,Yes,30,No,0,0
606,2024-07-26 05:00:00,2024-07,Medicaid,IVR,Benefits Coverage,2030,Claims Queue,28,194,Resolved,No,30,Yes,0,0
607,2024-07-26 06:00:00,2024-07,Medicaid,Phone,Claims Status,2002,Benefits Queue,13,229,Resolved,Yes,30,Yes,0,0
608,2024-07-26 07:00:00,2024-07,Medicare,Portal,Billing,2054,Enrollment Queue,110,245,Resolved,Yes,60,No,0,0
609,2024-07-26 08:00:00,2024-07,Medicaid,Phone,Benefits Coverage,2057,Claims Queue,152,429,Resolved,No,60,No,0,0
610,2024-07-26 09:00:00,2024-07,Medicaid,Phone,Provider Inquiry,2057,Claims Queue,107,188,Escalated,Yes,30,No,1,0
611,2024-07-26 10:00:00,2024-07,Medicare,Phone,Billing,2008,Benefits Queue,169,110,Resolved,Yes,60,No,0,0
612,2024-07-26 11:00:00,2024-07,Medicare,IVR,Benefits Coverage,2042,Benefits Queue,93,339,Abandoned,Yes,60,No,0,1
613,2024-07-26 12:00:00,2024-07,Medicaid,Phone,Prior Authorization,2015,Enrollment Queue,128,139,Resolved,No,30,No,0,0
614,2024-07-26 13:00:00,2024-07,Medicare,Phone,Benefits Coverage,2001,Benefits Queue,5,166,Escalated,Yes,90,Yes,1,0
615,2024-07-26 14:00:00,2024-07,Medicare,IVR,Provider Inquiry,2007,Enrollment Queue,88,574,Resolved,No,60,No,0,0
616,2024-07-26 15:00:00,2024-07,Commercial,Phone,Prior Authorization,2013,Enrollment Queue,92,304,Resolved,No,60,No,0,0
617,2024-07-26 16:00:00,2024-07,Medicaid,Phone,Benefits Coverage,2054,Enrollment Queue,75,157,Abandoned,Yes,30,No,0,1
618,2024-07-26 17:00:00,2024-07,Commercial,Portal,System Access,2053,Benefits Queue,232,120,Resolved,Yes,90,No,0,0
619,2024-07-26 18:00:00,2024-07,Medicaid,IVR,Benefits Coverage,2059,Benefits Queue,227,333,Resolved,No,60,No,0,0
620,2024-07-26 19:00:00,2024-07,Medicare,Phone,System Access,2005,Benefits Queue,151,169,Escalated,Yes,30,No,1,0
621,2024-07-26 20:00:00,2024-07,Medicare,Phone,Benefits Coverage,2028,Enrollment Queue,265,424,Abandoned,No,30,No,0,1
622,2024-07-26 21:00:00,2024-07,Commercial,Phone,Provider Inquiry,2010,Enrollment Queue,32,359,Abandoned,Yes,30,No,0,1
623,2024-07-26 22:00:00,2024-07,Medicare,Phone,Claims Status,2051,Enrollment Queue,120,731,Resolved,Yes,30,No,0,0
624,2024-07-26 23:00:00,2024-07,Medicaid,IVR,Billing,2017,Enrollment Queue,94,201,Abandoned,Yes,60,No,0,1
625,2024-07-27 00:00:00,2024-07,Medicare,Phone,System Access,2042,Claims Queue,91,253,Abandoned,Yes,90,No,0,1
626,2024-07-27 01:00:00,2024-07,Medicaid,Phone,Enrollment,2044,Benefits Queue,114,279,Resolved,No,60,No,0,0
627,2024-07-27 02:00:00,2024-07,Commercial,IVR,Claims Status,2047,Enrollment Queue,115,607,Resolved,Yes,60,No,0,0
628,2024-07-27 03:00:00,2024-07,Medicaid,Portal,Provider Inquiry,2038,Claims Queue,62,255,Resolved,Yes,60,No,0,0
629,2024-07-27 04:00:00,2024-07,Medicaid,Phone,Claims Status,2049,Benefits Queue,125,352,Resolved,Yes,60,No,0,0
630,2024-07-27 05:00:00,2024-07,Medicare,Phone,Billing,2051,Enrollment Queue,68,375,Resolved,Yes,30,No,0,0
631,2024-07-27 06:00:00,2024-07,Medicaid,Phone,Benefits Coverage,2031,Benefits Queue,194,259,Resolved,Yes,30,No,0,0
632,2024-07-27 07:00:00,2024-07,Medicare,Phone,Prior Authorization,2002,Enrollment Queue,81,371,Escalated,Yes,30,No,1,0
633,2024-07-27 08:00:00,2024-07,Medicare,IVR,Billing,2054,Benefits Queue,58,650,Resolved,Yes,30,No,0,0
634,2024-07-27 09:00:00,2024-07,Medicare,Phone,System Access,2053,Benefits Queue,74,208,Resolved,Yes,90,Yes,0,0
635,2024-07-27 10:00:00,2024-07,Commercial,Portal,Claims Status,2009,Claims Queue,20,597,Resolved,No,60,Yes,0,0
636,2024-07-27 11:00:00,2024-07,Medicaid,IVR,Claims Status,2026,Benefits Queue,46,229,Resolved,Yes,90,Yes,0,0
637,2024-07-27 12:00:00,2024-07,Medicaid,Phone,Enrollment,2017,Claims Queue,73,272,Resolved,No,90,Yes,0,0
638,2024-07-27 13:00:00,2024-07,Medicaid,Phone,Provider Inquiry,2052,Enrollment Queue,59,363,Resolved,Yes,60,Yes,0,0
639,2024-07-27 14:00:00,2024-07,Medicaid,Phone,Enrollment,2030,Claims Queue,39,282,Escalated,Yes,60,Yes,1,0
640,2024-07-27 15:00:00,2024-07,Medicaid,IVR,Benefits Coverage,2035,Claims Queue,125,588,Resolved,No,30,No,0,0
641,2024-07-27 16:00:00,2024-07,Medicare,Phone,Provider Inquiry,2013,Enrollment Queue,38,143,Resolved,Yes,30,No,0,0
